name,region,id,day,hr,min,discount_ratio,openhoursdisplay,cuisine,isopen_correct,memberrestaurant,database_index
"Sushirrito",1,18,6,19,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,3994
"Sushirrito",1,18,6,20,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,3995
"Sushirrito",1,18,6,20,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,3996
"Sushirrito",1,18,6,21,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,3997
"Sushirrito",1,18,6,21,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,3998
"Sushirrito",1,18,6,22,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,3999
"Sushirrito",1,18,6,22,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4000
"Sushirrito",1,18,6,23,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4001
"Sushirrito",1,18,6,23,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4002
"Sushirrito",1,18,7,6,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4003
"Sushirrito",1,18,7,6,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4004
"Sushirrito",1,18,7,7,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4005
"Sushirrito",1,18,7,7,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4006
"Sushirrito",1,18,7,8,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4007
"Sushirrito",1,18,7,8,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4008
"Sushirrito",1,18,7,9,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4009
"Sushirrito",1,18,7,9,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4010
"Sushirrito",1,18,7,10,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4011
"Sushirrito",1,18,7,10,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4012
"Sushirrito",1,18,7,11,0,.1814546,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4013
"Sushirrito",1,18,7,11,30,.1803978,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4014
"Sushirrito",1,18,7,12,0,.079196,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4015
"Sushirrito",1,18,7,12,30,.0791339,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4016
"Sushirrito",1,18,7,13,0,.0698094,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4017
"Sushirrito",1,18,7,13,30,.0713013,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4018
"Sushirrito",1,18,7,14,0,.1274347,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4019
"Sushirrito",1,18,7,14,30,.1284294,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4020
"Sushirrito",1,18,7,15,0,.2872565,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4021
"Sushirrito",1,18,7,15,30,.290489,"11:00 AM - 4:00 PM","Asian Fusion",1,1,4022
"Sushirrito",1,18,7,16,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4023
"Sushirrito",1,18,7,16,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4024
"Sushirrito",1,18,7,17,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4025
"Sushirrito",1,18,7,17,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4026
"Sushirrito",1,18,7,18,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4027
"Sushirrito",1,18,7,18,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4028
"Sushirrito",1,18,7,19,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4029
"Sushirrito",1,18,7,19,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4030
"Sushirrito",1,18,7,20,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4031
"Sushirrito",1,18,7,20,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4032
"Sushirrito",1,18,7,21,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4033
"Sushirrito",1,18,7,21,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4034
"Sushirrito",1,18,7,22,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4035
"Sushirrito",1,18,7,22,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4036
"Sushirrito",1,18,7,23,0,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4037
"Sushirrito",1,18,7,23,30,,"11:00 AM - 4:00 PM","Asian Fusion",0,1,4038
"Plutos",1,19,1,6,0,,"11:00 AM - 10:00 PM","American",0,1,4039
"Plutos",1,19,1,6,30,,"11:00 AM - 10:00 PM","American",0,1,4040
"Plutos",1,19,1,7,0,,"11:00 AM - 10:00 PM","American",0,1,4041
"Plutos",1,19,1,7,30,,"11:00 AM - 10:00 PM","American",0,1,4042
"Plutos",1,19,1,8,0,,"11:00 AM - 10:00 PM","American",0,1,4043
"Plutos",1,19,1,8,30,,"11:00 AM - 10:00 PM","American",0,1,4044
"Plutos",1,19,1,9,0,,"11:00 AM - 10:00 PM","American",0,1,4045
"Plutos",1,19,1,9,30,,"11:00 AM - 10:00 PM","American",0,1,4046
"Plutos",1,19,1,10,0,,"11:00 AM - 10:00 PM","American",0,1,4047
"Plutos",1,19,1,10,30,,"11:00 AM - 10:00 PM","American",0,1,4048
"Plutos",1,19,1,11,0,.3227735,"11:00 AM - 10:00 PM","American",1,1,4049
"Plutos",1,19,1,11,30,.3256426,"11:00 AM - 10:00 PM","American",1,1,4050
"Plutos",1,19,1,12,0,.1061566,"11:00 AM - 10:00 PM","American",1,1,4051
"Plutos",1,19,1,12,30,.1065152,"11:00 AM - 10:00 PM","American",1,1,4052
"Plutos",1,19,1,13,0,.1287508,"11:00 AM - 10:00 PM","American",1,1,4053
"Plutos",1,19,1,13,30,.1276748,"11:00 AM - 10:00 PM","American",1,1,4054
"Plutos",1,19,1,14,0,.3905559,"11:00 AM - 10:00 PM","American",1,1,4055
"Plutos",1,19,1,14,30,.393425,"11:00 AM - 10:00 PM","American",1,1,4056
"Plutos",1,19,1,15,0,.5562463,"11:00 AM - 10:00 PM","American",1,1,4057
"Plutos",1,19,1,15,30,.5487149,"11:00 AM - 10:00 PM","American",1,1,4058
"Plutos",1,19,1,16,0,.5756127,"11:00 AM - 10:00 PM","American",1,1,4059
"Plutos",1,19,1,16,30,.5774059,"11:00 AM - 10:00 PM","American",1,1,4060
"Plutos",1,19,1,17,0,.4701733,"11:00 AM - 10:00 PM","American",1,1,4061
"Plutos",1,19,1,17,30,.4708906,"11:00 AM - 10:00 PM","American",1,1,4062
"Plutos",1,19,1,18,0,.2632397,"11:00 AM - 10:00 PM","American",1,1,4063
"Plutos",1,19,1,18,30,.2531978,"11:00 AM - 10:00 PM","American",1,1,4064
"Plutos",1,19,1,19,0,.1248057,"11:00 AM - 10:00 PM","American",1,1,4065
"Plutos",1,19,1,19,30,.1265989,"11:00 AM - 10:00 PM","American",1,1,4066
"Plutos",1,19,1,20,0,.173939,"11:00 AM - 10:00 PM","American",1,1,4067
"Plutos",1,19,1,20,30,.1703527,"11:00 AM - 10:00 PM","American",1,1,4068
"Plutos",1,19,1,21,0,.3421399,"11:00 AM - 10:00 PM","American",1,1,4069
"Plutos",1,19,1,21,30,.3424985,"11:00 AM - 10:00 PM","American",1,1,4070
"Plutos",1,19,1,22,0,,"11:00 AM - 10:00 PM","American",0,1,4071
"Plutos",1,19,1,22,30,,"11:00 AM - 10:00 PM","American",0,1,4072
"Plutos",1,19,1,23,0,,"11:00 AM - 10:00 PM","American",0,1,4073
"Plutos",1,19,1,23,30,,"11:00 AM - 10:00 PM","American",0,1,4074
"Plutos",1,19,2,6,0,,"11:00 AM - 10:00 PM","American",0,1,4075
"Plutos",1,19,2,6,30,,"11:00 AM - 10:00 PM","American",0,1,4076
"Plutos",1,19,2,7,0,,"11:00 AM - 10:00 PM","American",0,1,4077
"Plutos",1,19,2,7,30,,"11:00 AM - 10:00 PM","American",0,1,4078
"Plutos",1,19,2,8,0,,"11:00 AM - 10:00 PM","American",0,1,4079
"Plutos",1,19,2,8,30,,"11:00 AM - 10:00 PM","American",0,1,4080
"Plutos",1,19,2,9,0,,"11:00 AM - 10:00 PM","American",0,1,4081
"Plutos",1,19,2,9,30,,"11:00 AM - 10:00 PM","American",0,1,4082
"Plutos",1,19,2,10,0,,"11:00 AM - 10:00 PM","American",0,1,4083
"Plutos",1,19,2,10,30,,"11:00 AM - 10:00 PM","American",0,1,4084
"Plutos",1,19,2,11,0,.4095637,"11:00 AM - 10:00 PM","American",1,1,4085
"Plutos",1,19,2,11,30,.4138673,"11:00 AM - 10:00 PM","American",1,1,4086
"Plutos",1,19,2,12,0,.2341901,"11:00 AM - 10:00 PM","American",1,1,4087
"Plutos",1,19,2,12,30,.231321,"11:00 AM - 10:00 PM","American",1,1,4088
"Plutos",1,19,2,13,0,.1430962,"11:00 AM - 10:00 PM","American",1,1,4089
"Plutos",1,19,2,13,30,.1459653,"11:00 AM - 10:00 PM","American",1,1,4090
"Plutos",1,19,2,14,0,.1864913,"11:00 AM - 10:00 PM","American",1,1,4091
"Plutos",1,19,2,14,30,.1857741,"11:00 AM - 10:00 PM","American",1,1,4092
"Plutos",1,19,2,15,0,.3432158,"11:00 AM - 10:00 PM","American",1,1,4093
"Plutos",1,19,2,15,30,.3453676,"11:00 AM - 10:00 PM","American",1,1,4094
"Plutos",1,19,2,16,0,.4124328,"11:00 AM - 10:00 PM","American",1,1,4095
"Plutos",1,19,2,16,30,.4142259,"11:00 AM - 10:00 PM","American",1,1,4096
"Plutos",1,19,2,17,0,.3468021,"11:00 AM - 10:00 PM","American",1,1,4097
"Plutos",1,19,2,17,30,.3464435,"11:00 AM - 10:00 PM","American",1,1,4098
"Plutos",1,19,2,18,0,.2349074,"11:00 AM - 10:00 PM","American",1,1,4099
"Plutos",1,19,2,18,30,.2284519,"11:00 AM - 10:00 PM","American",1,1,4100
"Plutos",1,19,2,19,0,.1753736,"11:00 AM - 10:00 PM","American",1,1,4101
"Plutos",1,19,2,19,30,.1818291,"11:00 AM - 10:00 PM","American",1,1,4102
"Plutos",1,19,2,20,0,.2359833,"11:00 AM - 10:00 PM","American",1,1,4103
"Plutos",1,19,2,20,30,.2306037,"11:00 AM - 10:00 PM","American",1,1,4104
"Plutos",1,19,2,21,0,.3930663,"11:00 AM - 10:00 PM","American",1,1,4105
"Plutos",1,19,2,21,30,.3898386,"11:00 AM - 10:00 PM","American",1,1,4106
"Plutos",1,19,2,22,0,,"11:00 AM - 10:00 PM","American",0,1,4107
"Plutos",1,19,2,22,30,,"11:00 AM - 10:00 PM","American",0,1,4108
"Plutos",1,19,2,23,0,,"11:00 AM - 10:00 PM","American",0,1,4109
"Plutos",1,19,2,23,30,,"11:00 AM - 10:00 PM","American",0,1,4110
"Plutos",1,19,3,6,0,,"11:00 AM - 10:00 PM","American",0,1,4111
"Plutos",1,19,3,6,30,,"11:00 AM - 10:00 PM","American",0,1,4112
"Plutos",1,19,3,7,0,,"11:00 AM - 10:00 PM","American",0,1,4113
"Plutos",1,19,3,7,30,,"11:00 AM - 10:00 PM","American",0,1,4114
"Plutos",1,19,3,8,0,,"11:00 AM - 10:00 PM","American",0,1,4115
"Plutos",1,19,3,8,30,,"11:00 AM - 10:00 PM","American",0,1,4116
"Plutos",1,19,3,9,0,,"11:00 AM - 10:00 PM","American",0,1,4117
"Plutos",1,19,3,9,30,,"11:00 AM - 10:00 PM","American",0,1,4118
"Plutos",1,19,3,10,0,,"11:00 AM - 10:00 PM","American",0,1,4119
"Plutos",1,19,3,10,30,,"11:00 AM - 10:00 PM","American",0,1,4120
"Plutos",1,19,3,11,0,.21052,"11:00 AM - 10:00 PM","American",1,1,4121
"Plutos",1,19,3,11,30,.2108787,"11:00 AM - 10:00 PM","American",1,1,4122
"Plutos",1,19,3,12,0,.096832,"11:00 AM - 10:00 PM","American",1,1,4123
"Plutos",1,19,3,12,30,.0946802,"11:00 AM - 10:00 PM","American",1,1,4124
"Plutos",1,19,3,13,0,.1481172,"11:00 AM - 10:00 PM","American",1,1,4125
"Plutos",1,19,3,13,30,.1499103,"11:00 AM - 10:00 PM","American",1,1,4126
"Plutos",1,19,3,14,0,.3457263,"11:00 AM - 10:00 PM","American",1,1,4127
"Plutos",1,19,3,14,30,.343933,"11:00 AM - 10:00 PM","American",1,1,4128
"Plutos",1,19,3,15,0,.5311416,"11:00 AM - 10:00 PM","American",1,1,4129
"Plutos",1,19,3,15,30,.535804,"11:00 AM - 10:00 PM","American",1,1,4130
"Plutos",1,19,3,16,0,.5741781,"11:00 AM - 10:00 PM","American",1,1,4131
"Plutos",1,19,3,16,30,.5763299,"11:00 AM - 10:00 PM","American",1,1,4132
"Plutos",1,19,3,17,0,.5512254,"11:00 AM - 10:00 PM","American",1,1,4133
"Plutos",1,19,3,17,30,.5627018,"11:00 AM - 10:00 PM","American",1,1,4134
"Plutos",1,19,3,18,0,.4084878,"11:00 AM - 10:00 PM","American",1,1,4135
"Plutos",1,19,3,18,30,.4074118,"11:00 AM - 10:00 PM","American",1,1,4136
"Plutos",1,19,3,19,0,.146324,"11:00 AM - 10:00 PM","American",1,1,4137
"Plutos",1,19,3,19,30,.1495517,"11:00 AM - 10:00 PM","American",1,1,4138
"Plutos",1,19,3,20,0,.0936043,"11:00 AM - 10:00 PM","American",1,1,4139
"Plutos",1,19,3,20,30,.0914525,"11:00 AM - 10:00 PM","American",1,1,4140
"Plutos",1,19,3,21,0,.2072923,"11:00 AM - 10:00 PM","American",1,1,4141
"Plutos",1,19,3,21,30,.2098027,"11:00 AM - 10:00 PM","American",1,1,4142
"Plutos",1,19,3,22,0,,"11:00 AM - 10:00 PM","American",0,1,4143
"Plutos",1,19,3,22,30,,"11:00 AM - 10:00 PM","American",0,1,4144
"Plutos",1,19,3,23,0,,"11:00 AM - 10:00 PM","American",0,1,4145
"Plutos",1,19,3,23,30,,"11:00 AM - 10:00 PM","American",0,1,4146
"Plutos",1,19,4,6,0,,"11:00 AM - 10:00 PM","American",0,1,4147
"Plutos",1,19,4,6,30,,"11:00 AM - 10:00 PM","American",0,1,4148
"Plutos",1,19,4,7,0,,"11:00 AM - 10:00 PM","American",0,1,4149
"Plutos",1,19,4,7,30,,"11:00 AM - 10:00 PM","American",0,1,4150
"Plutos",1,19,4,8,0,,"11:00 AM - 10:00 PM","American",0,1,4151
"Plutos",1,19,4,8,30,,"11:00 AM - 10:00 PM","American",0,1,4152
"Plutos",1,19,4,9,0,,"11:00 AM - 10:00 PM","American",0,1,4153
"Plutos",1,19,4,9,30,,"11:00 AM - 10:00 PM","American",0,1,4154
"Plutos",1,19,4,10,0,,"11:00 AM - 10:00 PM","American",0,1,4155
"Plutos",1,19,4,10,30,,"11:00 AM - 10:00 PM","American",0,1,4156
"Plutos",1,19,4,11,0,.5928273,"11:00 AM - 10:00 PM","American",1,1,4157
"Plutos",1,19,4,11,30,.5856545,"11:00 AM - 10:00 PM","American",1,1,4158
"Plutos",1,19,4,12,0,.4056186,"11:00 AM - 10:00 PM","American",1,1,4159
"Plutos",1,19,4,12,30,.40526,"11:00 AM - 10:00 PM","American",1,1,4160
"Plutos",1,19,4,13,0,.2653915,"11:00 AM - 10:00 PM","American",1,1,4161
"Plutos",1,19,4,13,30,.2700538,"11:00 AM - 10:00 PM","American",1,1,4162
"Plutos",1,19,4,14,0,.2384937,"11:00 AM - 10:00 PM","American",1,1,4163
"Plutos",1,19,4,14,30,.2456665,"11:00 AM - 10:00 PM","American",1,1,4164
"Plutos",1,19,4,15,0,.3238494,"11:00 AM - 10:00 PM","American",1,1,4165
"Plutos",1,19,4,15,30,.328153,"11:00 AM - 10:00 PM","American",1,1,4166
"Plutos",1,19,4,16,0,.4787806,"11:00 AM - 10:00 PM","American",1,1,4167
"Plutos",1,19,4,16,30,.4690974,"11:00 AM - 10:00 PM","American",1,1,4168
"Plutos",1,19,4,17,0,.5164375,"11:00 AM - 10:00 PM","American",1,1,4169
"Plutos",1,19,4,17,30,.5106993,"11:00 AM - 10:00 PM","American",1,1,4170
"Plutos",1,19,4,18,0,.4267782,"11:00 AM - 10:00 PM","American",1,1,4171
"Plutos",1,19,4,18,30,.4246264,"11:00 AM - 10:00 PM","American",1,1,4172
"Plutos",1,19,4,19,0,.2671847,"11:00 AM - 10:00 PM","American",1,1,4173
"Plutos",1,19,4,19,30,.2661088,"11:00 AM - 10:00 PM","American",1,1,4174
"Plutos",1,19,4,20,0,.2133891,"11:00 AM - 10:00 PM","American",1,1,4175
"Plutos",1,19,4,20,30,.2141064,"11:00 AM - 10:00 PM","American",1,1,4176
"Plutos",1,19,4,21,0,.2869098,"11:00 AM - 10:00 PM","American",1,1,4177
"Plutos",1,19,4,21,30,.3130903,"11:00 AM - 10:00 PM","American",1,1,4178
"Plutos",1,19,4,22,0,,"11:00 AM - 10:00 PM","American",0,1,4179
"Plutos",1,19,4,22,30,,"11:00 AM - 10:00 PM","American",0,1,4180
"Plutos",1,19,4,23,0,,"11:00 AM - 10:00 PM","American",0,1,4181
"Plutos",1,19,4,23,30,,"11:00 AM - 10:00 PM","American",0,1,4182
"Plutos",1,19,4,24,0,,"11:00 AM - 10:00 PM","American",0,1,4183
"Plutos",1,19,4,24,30,,"11:00 AM - 10:00 PM","American",0,1,4184
"Plutos",1,19,5,6,0,,"11:00 AM - 11:00 PM","American",0,1,4185
"Plutos",1,19,5,6,30,,"11:00 AM - 11:00 PM","American",0,1,4186
"Plutos",1,19,5,7,0,,"11:00 AM - 11:00 PM","American",0,1,4187
"Plutos",1,19,5,7,30,,"11:00 AM - 11:00 PM","American",0,1,4188
"Plutos",1,19,5,8,0,,"11:00 AM - 11:00 PM","American",0,1,4189
"Plutos",1,19,5,8,30,,"11:00 AM - 11:00 PM","American",0,1,4190
"Plutos",1,19,5,9,0,,"11:00 AM - 11:00 PM","American",0,1,4191
"Plutos",1,19,5,9,30,,"11:00 AM - 11:00 PM","American",0,1,4192
"Plutos",1,19,5,10,0,,"11:00 AM - 11:00 PM","American",0,1,4193
"Plutos",1,19,5,10,30,,"11:00 AM - 11:00 PM","American",0,1,4194
"Plutos",1,19,5,11,0,.2560669,"11:00 AM - 11:00 PM","American",1,1,4195
"Plutos",1,19,5,11,30,.2521219,"11:00 AM - 11:00 PM","American",1,1,4196
"Plutos",1,19,5,12,0,.1771668,"11:00 AM - 11:00 PM","American",1,1,4197
"Plutos",1,19,5,12,30,.1710699,"11:00 AM - 11:00 PM","American",1,1,4198
"Plutos",1,19,5,13,0,.2040646,"11:00 AM - 11:00 PM","American",1,1,4199
"Plutos",1,19,5,13,30,.2101614,"11:00 AM - 11:00 PM","American",1,1,4200
"Plutos",1,19,5,14,0,.4034668,"11:00 AM - 11:00 PM","American",1,1,4201
"Plutos",1,19,5,14,30,.3941423,"11:00 AM - 11:00 PM","American",1,1,4202
"Plutos",1,19,5,15,0,.5361626,"11:00 AM - 11:00 PM","American",1,1,4203
"Plutos",1,19,5,15,30,.5329348,"11:00 AM - 11:00 PM","American",1,1,4204
"Plutos",1,19,5,16,0,.5092648,"11:00 AM - 11:00 PM","American",1,1,4205
"Plutos",1,19,5,16,30,.5063957,"11:00 AM - 11:00 PM","American",1,1,4206
"Plutos",1,19,5,17,0,.2582188,"11:00 AM - 11:00 PM","American",1,1,4207
"Plutos",1,19,5,17,30,.2546324,"11:00 AM - 11:00 PM","American",1,1,4208
"Plutos",1,19,5,18,0,0,"11:00 AM - 11:00 PM","American",1,1,4209
"Plutos",1,19,5,18,30,0,"11:00 AM - 11:00 PM","American",1,1,4210
"Plutos",1,19,5,19,0,0,"11:00 AM - 11:00 PM","American",1,1,4211
"Plutos",1,19,5,19,30,0,"11:00 AM - 11:00 PM","American",1,1,4212
"Plutos",1,19,5,20,0,.0441124,"11:00 AM - 11:00 PM","American",1,1,4213
"Plutos",1,19,5,20,30,.0437537,"11:00 AM - 11:00 PM","American",1,1,4214
"Plutos",1,19,5,21,0,.2323969,"11:00 AM - 11:00 PM","American",1,1,4215
"Plutos",1,19,5,21,30,.2295278,"11:00 AM - 11:00 PM","American",1,1,4216
"Plutos",1,19,5,22,0,.3460849,"11:00 AM - 11:00 PM","American",1,1,4217
"Plutos",1,19,5,22,30,.3446503,"11:00 AM - 11:00 PM","American",1,1,4218
"Plutos",1,19,5,23,0,,"11:00 AM - 11:00 PM","American",0,1,4219
"Plutos",1,19,5,23,30,,"11:00 AM - 11:00 PM","American",0,1,4220
"Plutos",1,19,6,6,0,,"11:30 AM - 11:00 PM","American",0,1,4221
"Plutos",1,19,6,6,30,,"11:30 AM - 11:00 PM","American",0,1,4222
"Plutos",1,19,6,7,0,,"11:30 AM - 11:00 PM","American",0,1,4223
"Plutos",1,19,6,7,30,,"11:30 AM - 11:00 PM","American",0,1,4224
"Plutos",1,19,6,8,0,,"11:30 AM - 11:00 PM","American",0,1,4225
"Plutos",1,19,6,8,30,,"11:30 AM - 11:00 PM","American",0,1,4226
"Plutos",1,19,6,9,0,,"11:30 AM - 11:00 PM","American",0,1,4227
"Plutos",1,19,6,9,30,,"11:30 AM - 11:00 PM","American",0,1,4228
"Plutos",1,19,6,10,0,,"11:30 AM - 11:00 PM","American",0,1,4229
"Plutos",1,19,6,10,30,,"11:30 AM - 11:00 PM","American",0,1,4230
"Plutos",1,19,6,11,0,,"11:30 AM - 11:00 PM","American",0,1,4231
"Plutos",1,19,6,11,30,.4432756,"11:30 AM - 11:00 PM","American",1,1,4232
"Plutos",1,19,6,12,0,.2610879,"11:30 AM - 11:00 PM","American",1,1,4233
"Plutos",1,19,6,12,30,.2575015,"11:30 AM - 11:00 PM","American",1,1,4234
"Plutos",1,19,6,13,0,.1825463,"11:30 AM - 11:00 PM","American",1,1,4235
"Plutos",1,19,6,13,30,.1793186,"11:30 AM - 11:00 PM","American",1,1,4236
"Plutos",1,19,6,14,0,.1251644,"11:30 AM - 11:00 PM","American",1,1,4237
"Plutos",1,19,6,14,30,.1219367,"11:30 AM - 11:00 PM","American",1,1,4238
"Plutos",1,19,6,15,0,.1775254,"11:30 AM - 11:00 PM","American",1,1,4239
"Plutos",1,19,6,15,30,.1811118,"11:30 AM - 11:00 PM","American",1,1,4240
"Plutos",1,19,6,16,0,.1721459,"11:30 AM - 11:00 PM","American",1,1,4241
"Plutos",1,19,6,16,30,.1821877,"11:30 AM - 11:00 PM","American",1,1,4242
"Plutos",1,19,6,17,0,.1068739,"11:30 AM - 11:00 PM","American",1,1,4243
"Plutos",1,19,6,17,30,.105798,"11:30 AM - 11:00 PM","American",1,1,4244
"Plutos",1,19,6,18,0,0,"11:30 AM - 11:00 PM","American",1,1,4245
"Plutos",1,19,6,18,30,0,"11:30 AM - 11:00 PM","American",1,1,4246
"Plutos",1,19,6,19,0,0,"11:30 AM - 11:00 PM","American",1,1,4247
"Plutos",1,19,6,19,30,0,"11:30 AM - 11:00 PM","American",1,1,4248
"Plutos",1,19,6,20,0,.0957561,"11:30 AM - 11:00 PM","American",1,1,4249
"Plutos",1,19,6,20,30,.0953975,"11:30 AM - 11:00 PM","American",1,1,4250
"Plutos",1,19,6,21,0,.3120143,"11:30 AM - 11:00 PM","American",1,1,4251
"Plutos",1,19,6,21,30,.3008966,"11:30 AM - 11:00 PM","American",1,1,4252
"Plutos",1,19,6,22,0,.5078303,"11:30 AM - 11:00 PM","American",1,1,4253
"Plutos",1,19,6,22,30,.5157202,"11:30 AM - 11:00 PM","American",1,1,4254
"Plutos",1,19,6,23,0,,"11:30 AM - 11:00 PM","American",0,1,4255
"Plutos",1,19,6,23,30,,"11:30 AM - 11:00 PM","American",0,1,4256
"Plutos",1,19,7,6,0,,"11:30 AM - 10:00 PM","American",0,1,4257
"Plutos",1,19,7,6,30,,"11:30 AM - 10:00 PM","American",0,1,4258
"Plutos",1,19,7,7,0,,"11:30 AM - 10:00 PM","American",0,1,4259
"Plutos",1,19,7,7,30,,"11:30 AM - 10:00 PM","American",0,1,4260
"Plutos",1,19,7,8,0,,"11:30 AM - 10:00 PM","American",0,1,4261
"Plutos",1,19,7,8,30,,"11:30 AM - 10:00 PM","American",0,1,4262
"Plutos",1,19,7,9,0,,"11:30 AM - 10:00 PM","American",0,1,4263
"Plutos",1,19,7,9,30,,"11:30 AM - 10:00 PM","American",0,1,4264
"Plutos",1,19,7,10,0,,"11:30 AM - 10:00 PM","American",0,1,4265
"Plutos",1,19,7,10,30,,"11:30 AM - 10:00 PM","American",0,1,4266
"Plutos",1,19,7,11,0,,"11:30 AM - 10:00 PM","American",0,1,4267
"Plutos",1,19,7,11,30,.5135685,"11:30 AM - 10:00 PM","American",1,1,4268
"Plutos",1,19,7,12,0,.2334728,"11:30 AM - 10:00 PM","American",1,1,4269
"Plutos",1,19,7,12,30,.2302451,"11:30 AM - 10:00 PM","American",1,1,4270
"Plutos",1,19,7,13,0,.0649133,"11:30 AM - 10:00 PM","American",1,1,4271
"Plutos",1,19,7,13,30,.0667065,"11:30 AM - 10:00 PM","American",1,1,4272
"Plutos",1,19,7,14,0,.0638374,"11:30 AM - 10:00 PM","American",1,1,4273
"Plutos",1,19,7,14,30,.0624029,"11:30 AM - 10:00 PM","American",1,1,4274
"Plutos",1,19,7,15,0,.2535565,"11:30 AM - 10:00 PM","American",1,1,4275
"Plutos",1,19,7,15,30,.2524806,"11:30 AM - 10:00 PM","American",1,1,4276
"Plutos",1,19,7,16,0,.4135087,"11:30 AM - 10:00 PM","American",1,1,4277
"Plutos",1,19,7,16,30,.4081291,"11:30 AM - 10:00 PM","American",1,1,4278
"Plutos",1,19,7,17,0,.3260012,"11:30 AM - 10:00 PM","American",1,1,4279
"Plutos",1,19,7,17,30,.3245666,"11:30 AM - 10:00 PM","American",1,1,4280
"Plutos",1,19,7,18,0,.1448894,"11:30 AM - 10:00 PM","American",1,1,4281
"Plutos",1,19,7,18,30,.142379,"11:30 AM - 10:00 PM","American",1,1,4282
"Plutos",1,19,7,19,0,.1222953,"11:30 AM - 10:00 PM","American",1,1,4283
"Plutos",1,19,7,19,30,.125523,"11:30 AM - 10:00 PM","American",1,1,4284
"Plutos",1,19,7,20,0,.2539151,"11:30 AM - 10:00 PM","American",1,1,4285
"Plutos",1,19,7,20,30,.2621638,"11:30 AM - 10:00 PM","American",1,1,4286
"Plutos",1,19,7,21,0,.4755529,"11:30 AM - 10:00 PM","American",1,1,4287
"Plutos",1,19,7,21,30,.4766288,"11:30 AM - 10:00 PM","American",1,1,4288
"Plutos",1,19,7,22,0,,"11:30 AM - 10:00 PM","American",0,1,4289
"Plutos",1,19,7,22,30,,"11:30 AM - 10:00 PM","American",0,1,4290
"Plutos",1,19,7,23,0,,"11:30 AM - 10:00 PM","American",0,1,4291
"Plutos",1,19,7,23,30,,"11:30 AM - 10:00 PM","American",0,1,4292
"IlFornaio",1,22,1,6,0,,"7:00 - 10:30 AM & 11:30 AM - 10:00 PM","Italian",0,1,4293
"IlFornaio",1,22,1,6,30,,"7:00 - 10:30 AM & 11:30 AM - 10:00 PM","Italian",0,1,4294
"IlFornaio",1,22,1,7,0,.5126606,"7:00 - 10:30 AM & 11:30 AM - 10:00 PM","Italian",1,1,4295
"IlFornaio",1,22,1,7,30,.5194985,"7:00 - 10:30 AM & 11:30 AM - 10:00 PM","Italian",1,1,4296
"IlFornaio",1,22,1,8,0,.4861169,"7:00 - 10:30 AM & 11:30 AM - 10:00 PM","Italian",1,1,4297
"IlFornaio",1,22,1,8,30,.4871115,"7:00 - 10:30 AM & 11:30 AM - 10:00 PM","Italian",1,1,4298
